# Rime user dictionary
#@/db_name	jyutping.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	1656
#@/user_id	yongli-macbookpro
aa 	呀	c=6 d=0.724768 t=1656
jyun gin 	軟件	c=2 d=0.257483 t=1656
jyun lai 	原來	c=1 d=0.0389686 t=1656
jyun loeng 	原諒	c=5 d=0.00909928 t=1656
jyun waat 	圓滑	c=1 d=0.50409 t=1656
jyun zo 	援助	c=1 d=0.0192547 t=1656
jyut 	越	c=2 d=0.00174793 t=1656
jyut dau 	閱讀	c=9 d=1.92355 t=1656
jyut fan 	月份	c=2 d=0.0373732 t=1656
jyut jyu 	粵語	c=7 d=1.04246 t=1656
jyut ping 	粵拼	c=2 d=0.02026 t=1656
kaau 	靠	c=1 d=0.673929 t=1656
kaau gan 	靠近	c=1 d=0.680451 t=1656
kaau jung pou 	靠擁抱	c=1 d=0.00250366 t=1656
kai jung 	啓用	c=1 d=0.000636198 t=1656
kam faa 	襟花	c=1 d=0.0018734 t=1656
kam fong 	琴房	c=1 d=0.151072 t=1656
kam jat 	琴日	c=1 d=0.000383949 t=1656
kap 	給	c=2 d=0.10882 t=1656
kap nei 	給你	c=1 d=0.121846 t=1656
kau 	求	c=1 d=0.0153752 t=1656
kit heoi 	揭去	c=1 d=0.798516 t=1656
koeng 	強	c=1 d=0.017249 t=1656
kwaa zoeng 	誇獎	c=1 d=0.600496 t=1656
kwai hyun 	規勸	c=1 d=0.00404611 t=1656
kwan 	羣	c=2 d=0.0563146 t=1656
kyut deng 	決定	c=1 d=0.207008 t=1656
laa 	啦	c=9 d=1.99005 t=1656
laa 	拉	c=1 d=0.66365 t=1656
laam jung 	濫用	c=1 d=0.00107547 t=1656
laan 	爛	c=1 d=0.00172937 t=1656
laang 	冷	c=1 d=0.272532 t=1656
laap hak 	立刻	c=1 d=0.231078 t=1656
laap zik 	立即	c=1 d=0.232236 t=1656
lai 	厲	c=1 d=0.32628 t=1656
lai 	嚟	c=1 d=0.0113334 t=1656
lai zi 	例子	c=1 d=0.83527 t=1656
lau 	流	c=1 d=0.145148 t=1656
lau haa loi 	留下來	c=1 d=0.0575558 t=1656
lau tung 	流通	c=1 d=1 t=1610
lau zoi 	留在	c=1 d=0.00384878 t=1656
le 	咧	c=1 d=0.063609 t=1656
lei 	里	c=2 d=0.00907856 t=1656
lei gung 	理工	c=1 d=0.0473589 t=1656
lei hoi 	利害	c=2 d=0.00118744 t=1656
lei sing 	理性	c=1 d=0.00144449 t=1656
leoi 	旅	c=1 d=0.00494193 t=1656
leoi 	裏	c=2 d=0.006939 t=1656
leoi 	裡	c=5 d=0.0185365 t=1656
leoi 	褸	c=1 d=0.00180897 t=1656
leoi lau 	淚流	c=1 d=0.00278085 t=1656
leon deon 	倫敦	c=1 d=0.0544757 t=1656
lin 	練	c=3 d=2.96042 t=1640
lin 	連	c=2 d=0.892783 t=1656
lin zaap 	練習	c=1 d=0.315058 t=1656
ling 	領	c=1 d=0.0136366 t=1656
ling nei 	令你	c=1 d=0.00379148 t=1656
ling ng 	領悟	c=1 d=0.0137049 t=1656
ling ngoi 	另外	c=1 d=0.0424257 t=1656
liu 	了	c=25 d=2.8007 t=1656
loeng 	兩	c=2 d=0.00208348 t=1656
loeng go 	兩個	c=1 d=0.00098783 t=1656
loeng go jan 	兩個人	c=1 d=0.00132016 t=1656
loi 	來	c=0 d=0.0474734 t=1656
loi bat loi 	來不來	c=1 d=0.477114 t=1656
loi zi 	來自	c=1 d=0.00296761 t=1656
long jau 	浪遊	c=1 d=0.00272578 t=1656
lou 	老	c=1 d=0.00453922 t=1656
lou 	路	c=1 d=0.00458484 t=1656
lou baan 	老闆	c=1 d=0.740818 t=1656
lou si 	老師	c=2 d=0.0144532 t=1656
luk 	六	c=1 d=0.0102549 t=1656
luk jyut fan 	六月份	c=1 d=0.0824965 t=1656
lung heoi zok gaa 	弄虛作假	c=1 d=0.0230521 t=1656
lyun hai 	聯繫	c=1 d=0.00873865 t=1656
m 	唔	c=0 d=0.0932394 t=1656
m gau 	唔夠	c=1 d=0.418952 t=1656
m hai 	唔係	c=2 d=0.0170477 t=1656
maa 	嗎	c=7 d=0.646888 t=1656
maa soeng 	馬上	c=1 d=0.2334 t=1656
maai 	買	c=1 d=0.024972 t=1656
maai coi 	買菜	c=1 d=0.794534 t=1656
maak 	麥	c=1 d=0.904837 t=1656
maan 	晚	c=1 d=0.0244775 t=1656
maan 	萬	c=1 d=0.0129068 t=1656
maan hung 	晚空	c=1 d=0.00167826 t=1656
maan ling 	萬靈	c=1 d=0.0129715 t=1656
maang lit 	猛烈	c=1 d=0.251579 t=1656
mai 	迷	c=1 d=0.548812 t=1656
mai jan 	迷人	c=1 d=0.540641 t=1656
man 	問	c=2 d=0.346707 t=1656
man dong 	文檔	c=1 d=0.000382034 t=1656
man man 	問問	c=1 d=0.0485578 t=1656
man nei 	問你	c=1 d=0.000713734 t=1656
man tai 	問題	c=3 d=0.891653 t=1656
mau 	某	c=1 d=0.763379 t=1656
mau jan 	某人	c=1 d=0.980199 t=1656
mei 	美	c=1 d=0.559898 t=1656
min 	麪	c=1 d=0.0875977 t=1656
min hung 	面孔	c=1 d=0.000863083 t=1656
min saa 	面紗	c=1 d=0.802519 t=1656
ming ji 	名義	c=1 d=0.00108086 t=1656
ming jyut 	明月	c=1 d=0.000626727 t=1656
ming zi 	名字	c=1 d=0.00110822 t=1656
miu 	秒	c=1 d=0.0231676 t=1656
mo 	磨	c=1 d=0.00184551 t=1656
mo 	麼	c=1 d=0.000531398 t=1656
mo saak 	摸索	c=1 d=1 t=1656
mong diu 	忘掉	c=1 d=0.00467746 t=1656
mong gin 	望見	c=1 d=0.000773179 t=1656
mou 	冇	c=1 d=1 t=1629
mou 	毛	c=1 d=0.0152985 t=1656
mou 	無	c=1 d=0.020141 t=1656
mou jin 	無言	c=1 d=0.000742862 t=1656
mou leoi hon faa 	霧裏看花	c=1 d=0.00115923 t=1656
mui 	每	c=1 d=0.0113902 t=1656
mun 	門	c=1 d=0.0138427 t=1656
mun ling 	門鈴	c=2 d=1.69581 t=1656
mun mun 	滿滿	c=1 d=0.20089 t=1656
mut 	沒	c=3 d=0.435996 t=1656
mut jau 	沒有	c=5 d=0.304586 t=1656
mut soeng dou 	沒想到	c=1 d=0.000409735 t=1656
naa 	哪	c=1 d=0.053397 t=1656
naa 	拿	c=3 d=0.185187 t=1656
naa 	那	c=5 d=1.82088 t=1656
naa dou 	拿到	c=3 d=0.158008 t=1656
naa go 	那個	c=6 d=0.319917 t=1656
naa se 	那些	c=1 d=0.010889 t=1656
naam bou 	南部	c=1 d=0.344728 t=1656
naan 	難	c=4 d=0.455413 t=1656
naan dou 	難道	c=6 d=0.00675286 t=1656
naan gaai 	難解	c=1 d=0.0147723 t=1656
naap jap 	納入	c=1 d=0.22091 t=1656
nang 	能	c=3 d=0.2565 t=1656
ne 	呢	c=2 d=0.149983 t=1656
ne au zeon 	呢歐進	c=1 d=0.000665481 t=1656
ne dok 	呢度	c=1 d=0.444858 t=1656
nei 	你	c=35 d=1.42568 t=1656
nei 	您	c=1 d=1 t=1622
nei hou 	你好	c=4 d=0.941765 t=1656
nei si 	你是	c=2 d=0.0187274 t=1656
neoi pang jau 	女朋友	c=3 d=0.154995 t=1656
ng 	五	c=1 d=0.0102037 t=1656
ng 	嗯	c=1 d=0.0258615 t=1656
ng go 	吳哥	c=2 d=0.00238777 t=1656
ng hoeng 	五香	c=2 d=0.000870154 t=1656
ngaam dung 	巖洞	c=2 d=0.00162159 t=1656
ngaan 	眼	c=1 d=0.212248 t=1656
ngaan leoi 	眼淚	c=1 d=0.147342 t=1656
ngaan mau 	眼眸	c=1 d=0.00308872 t=1656
ngaang faa 	硬化	c=2 d=0.00625515 t=1656
ngai 	藝	c=1 d=0.923116 t=1656
ngau 	牛	c=4 d=0.0022155 t=1656
ngau zeon 	牛津	c=5 d=0.0466123 t=1656
ngo 	我	c=36 d=3.07822 t=1656
ngo dei 	我哋	c=1 d=0.438235 t=1656
ngo dik 	我的	c=1 d=0.937067 t=1656
ngo jiu 	我要	c=1 d=0.000547581 t=1656
ngo mun 	我們	c=1 d=0.0944202 t=1656
ngoi 	外	c=1 d=0.013912 t=1656
ngon 	岸	c=1 d=0.677057 t=1656
ni go 	呢個	c=2 d=0.000741525 t=1656
ni haa o 	呢下哦	c=1 d=1 t=1656
nin 	年	c=1 d=0.0963276 t=1656
nok jin 	諾言	c=1 d=0.00130051 t=1656
nok jing 	諾應	c=1 d=0.000973123 t=1656
nou 	怒	c=1 d=0.484325 t=1656
nou noi 	腦內	c=1 d=0.0072265 t=1656
o 	哦	c=6 d=0.827196 t=1656
o o 	哦哦	c=2 d=0.458947 t=1656
oi ji 	愛意	c=1 d=0.00282287 t=1656
on 	安	c=1 d=0.00603608 t=1656
on 	按	c=2 d=1.68735 t=1656
on paai 	安排	c=1 d=1 t=1601
on zong 	安葬	c=1 d=0.000800719 t=1656
paau 	跑	c=1 d=0.00323088 t=1656
paau dai 	拋低	c=1 d=0.285076 t=1656
pang 	彭	c=1 d=0.000685748 t=1656
pang 	憑	c=1 d=0.00280879 t=1656
pin 	偏	c=1 d=0.00174675 t=1656
ping 	拼	c=1 d=0.305746 t=1656
ping jam 	拼音	c=3 d=0.00181677 t=1656
piu 	票	c=1 d=0.913931 t=1656
piu gwo 	飄過	c=1 d=0.557106 t=1656
pong daai 	龐大	c=1 d=0.01649 t=1656
pou 	泡	c=1 d=1 t=1648
pou 	浦	c=1 d=0.0434998 t=1656
pou mun 	鋪滿	c=1 d=0.00218749 t=1656
pou tung 	普通	c=1 d=0.00990218 t=1656
pou tung waa 	普通話	c=1 d=0.000614317 t=1656
pui joeng 	培養	c=1 d=0.782705 t=1656
pui juk 	培育	c=1 d=0.786628 t=1656
saai sam gei 	嘥心機	c=1 d=1 t=1650
saam 	三	c=2 d=0.0109232 t=1656
saam faan 	三番	c=0 d=8.2099e-05 t=1656
saan cyu 	刪除	c=1 d=0.0121552 t=1656
sai 	世	c=1 d=0.00506703 t=1656
sai 	使	c=3 d=2.10069 t=1656
sai 	西	c=1 d=0.0432828 t=1656
sai gaan 	世間	c=1 d=0.56836 t=1656
sai lei 	犀利	c=1 d=0.329559 t=1656
sai wun 	洗碗	c=1 d=0.99005 t=1656
sai zit 	細節	c=1 d=0.965605 t=1656
sam 	深	c=1 d=0.00113061 t=1656
sam hak 	深刻	c=1 d=0.00157264 t=1656
sam jyun 	深遠	c=2 d=0.596402 t=1656
sam mo 	什麼	c=4 d=0.0645227 t=1656
sam sau 	深受	c=1 d=0.0266491 t=1656
sam sing 	心聲	c=2 d=0.00149633 t=1656
sam syun 	心酸	c=1 d=0.00382958 t=1656
san bei 	神祕	c=1 d=0.0149208 t=1656
san fan 	身份	c=1 d=0.00111378 t=1656
san fu 	辛苦	c=1 d=0.142987 t=1656
sang ming 	生命	c=1 d=0.028837 t=1656
sang ming syu 	生命樹	c=2 d=0.824182 t=1656
sat heoi 	失去	c=1 d=0.00264522 t=1656
sat lyun 	失戀	c=1 d=0.00433948 t=1656
sau 	守	c=1 d=0.00148106 t=1656
sau 	手	c=2 d=0.340631 t=1656
sau goi 	修改	c=1 d=0.082085 t=1656
sau sok 	搜索	c=1 d=0.00631391 t=1656
sau wui 	收回	c=1 d=0.226502 t=1656
sau wun 	手腕	c=1 d=0.00412784 t=1656
se 	寫	c=3 d=0.342791 t=1656
se 	捨	c=1 d=0.628135 t=1656
se jyun 	寫完	c=1 d=0.00042433 t=1656
sei 	四	c=1 d=0.0101529 t=1656
sei ci 	四次	c=0 d=8.2099e-05 t=1656
sei ci saam faan 	四次三番	c=1 d=0.000825105 t=1656
sei nin 	四年	c=1 d=0.182684 t=1656
sei tin 	四天	c=1 d=0.118245 t=1656
sek tau 	石頭	c=1 d=0.00316691 t=1656
seng 	聲	c=1 d=0.0330412 t=1656
seoi 	歲	c=2 d=0.101571 t=1656
seoi 	誰	c=3 d=0.241584 t=1656
seoi 	雖	c=0 d=7.31802e-05 t=1656
seoi 	須	c=2 d=0.609534 t=1656
seoi jau 	需有	c=2 d=0.036697 t=1656
seoi jiu 	需要	c=3 d=0.00537485 t=1656
seoi kau 	需求	c=1 d=0.00852289 t=1656
seoi zi dou 	雖知道	c=1 d=0.000735471 t=1656
seon lei 	順利	c=1 d=0.486752 t=1656
seon tou 	信徒	c=1 d=0.0141223 t=1656
seot 	術	c=1 d=0.927743 t=1656
si 	事	c=1 d=0.767206 t=1656
si 	是	c=18 d=1.57107 t=1656
si bat si 	是不是	c=1 d=0.000395642 t=1656
si hi 	是𠺪	c=1 d=0.324652 t=1656
si jau 	是由	c=1 d=0.00286554 t=1656
si jau 	私有	c=1 d=0.0028799 t=1656
si jung 	使用	c=1 d=0.0066709 t=1656
si soeng 	思想	c=1 d=0.0982736 t=1656
si zung 	時鐘	c=1 d=0.00878245 t=1656
sik 	食	c=3 d=1.10848 t=1656
sik ban 	食品	c=1 d=0.748264 t=1656
sik bit 	識別	c=1 d=0.0135686 t=1656
sing cing 	聲稱	c=1 d=0.0133665 t=1656
sing ji 	誠意	c=1 d=0.199888 t=1656
sing oi 	性愛	c=1 d=0.946485 t=1656
sing wai 	成爲	c=1 d=0.000401622 t=1656
siu 	小	c=3 d=0.455061 t=1656
siu gaai 	小街	c=1 d=0.0218184 t=1656
siu hong 	小巷	c=1 d=0.0219278 t=1656
siu sat 	消失	c=0 d=0.000159641 t=1656
siu sou dim 	小數點	c=2 d=0.0390919 t=1656
so jau 	所有	c=1 d=0.0115047 t=1656
so ji 	所以	c=2 d=0.0151553 t=1656
soek gaa 	削價	c=1 d=1 t=1619
soeng 	上	c=2 d=0.149011 t=1656
soeng 	想	c=5 d=0.0687277 t=1656
soeng dai 	上帝	c=2 d=0.140274 t=1656
soeng dei 	上地	c=1 d=0.138761 t=1656
soeng hau 	傷口	c=1 d=0.00213348 t=1656
soeng huk 	想哭	c=1 d=0.0713613 t=1656
soeng ngaan 	雙眼	c=1 d=0.000706632 t=1656
soeng sam 	傷心	c=1 d=0.271173 t=1656
soeng sau 	雙手	c=1 d=0.00249118 t=1656
soeng sing 	想成	c=1 d=0.13332 t=1656
sou zau 	蘇州	c=1 d=0.362402 t=1656
suk se 	宿舍	c=2 d=0.0616424 t=1656
sung 	從	c=5 d=0.714762 t=1656
sung 	送	c=2 d=0.0108148 t=1656
sung faa 	送花	c=1 d=0.00210172 t=1656
sung ngo 	送我	c=1 d=0.000720907 t=1656
syu 	書	c=2 d=0.115273 t=1656
syu 	樹	c=0 d=0.0279431 t=1656
syu 	輸	c=2 d=0.970446 t=1656
syu 	鼠	c=1 d=0.0119742 t=1656
syu jap 	輸入	c=3 d=0.0117538 t=1656
syu jap faat 	輸入法	c=4 d=0.97531 t=1656
syun 	算	c=1 d=0.0042963 t=1656
syun zaak 	選擇	c=2 d=0.0327432 t=1656
syun zung 	選中	c=1 d=0.00198925 t=1656
syut 	說	c=2 d=0.243082 t=1656
syut 	雪	c=1 d=0.554327 t=1656
syut cyun 	說穿	c=1 d=0.00360656 t=1656
syut faa 	雪花	c=1 d=0.0017643 t=1656
syut lou 	雪路	c=1 d=0.00271219 t=1656
taa 	他	c=3 d=0.298023 t=1656
taa 	她	c=3 d=0.0814453 t=1656
taa 	它	c=2 d=0.135713 t=1656
taai 	太	c=4 d=0.162393 t=1656
taam hat 	貪吃	c=1 d=0.254107 t=1656
tan 	吞	c=1 d=0.256661 t=1656
teoi ceot 	退出	c=1 d=0.000876127 t=1656
tin 	天	c=2 d=0.0383225 t=1656
ting dak 	聽得	c=1 d=0.000837575 t=1656
ting zi 	停止	c=1 d=0.22313 t=1656
tiu lei 	調理	c=1 d=1 t=1605
tiu mou bing 	挑毛病	c=1 d=0.0156076 t=1656
tiu zit 	調節	c=1 d=1 t=1607
to 	拖	c=1 d=0.66034 t=1656
to jin 	拖延	c=1 d=0.67032 t=1656
tong je 	倘若	c=0 d=0.000990218 t=1656
tou bei 	逃避	c=1 d=0.000850233 t=1656
tou zau 	逃走	c=1 d=0.00327971 t=1656
tung 	同	c=1 d=0.121007 t=1656
tung 	彤	c=2 d=0.0841636 t=1656
tung co 	痛楚	c=1 d=0.279431 t=1656
tung dong 	同黨	c=1 d=0.0224829 t=1656
tung fo 	同夥	c=1 d=0.0223708 t=1656
tung ji ci 	同義詞	c=1 d=0.826959 t=1656
tyut san 	脫身	c=1 d=0.0227089 t=1656
waa 	話	c=2 d=0.00919582 t=1656
waak 	或	c=1 d=0.0160829 t=1656
waak syun 	劃損	c=1 d=0.00416933 t=1656
waan 	還	c=6 d=0.157811 t=1656
waan bat 	還不	c=1 d=0.000446085 t=1656
waan jau 	還有	c=1 d=0.117655 t=1656
waan si 	還是	c=1 d=0.0187793 t=1656
waat 	滑	c=2 d=1.04679 t=1656
waat liu 	滑溜	c=1 d=0.522046 t=1656
wai 	偉	c=1 d=0.0380064 t=1656
wai 	爲	c=3 d=1.11452 t=1656
wai geoi 	畏懼	c=1 d=0.0239928 t=1656
wai ho 	爲何	c=1 d=0.00273944 t=1656
wan 	搵	c=2 d=0.327912 t=1656
wing jyun 	永遠	c=1 d=0.193013 t=1656
wo 	和	c=3 d=1.6225 t=1656
wo caa o 	和差哦	c=1 d=0.177284 t=1656
wo hoi 	禍害	c=1 d=0.0174224 t=1656
wong 	往	c=1 d=0.00336274 t=1656
wong 	王	c=1 d=0.00594622 t=1656
wong lik 	王力	c=1 d=0.00597602 t=1656
wong paai 	王牌	c=1 d=1 t=1651
wu jau 	烏有	c=1 d=0.00355287 t=1656
wui 	會	c=1 d=0.18175 t=1656
wui fau 	回覆	c=1 d=0.00729913 t=1656
wui gaa 	回家	c=1 d=0.0020396 t=1656
wui gwok 	回國	c=1 d=0.0695994 t=1656
wui lai 	回來	c=1 d=0.155673 t=1656
wui liu 	會了	c=1 d=0.201897 t=1656
wut 	活	c=1 d=0.00421123 t=1656
zaan joeng 	讚揚	c=1 d=0.0216013 t=1656
zaan mei 	讚美	c=1 d=0.0221792 t=1656
zaan mei ci 	讚美詞	c=1 d=0.0214936 t=1656
zaan soeng 	讚賞	c=1 d=0.0199405 t=1656
zaang ceoi 	爭取	c=1 d=0.0948935 t=1656
zaap gwaan 	習慣	c=2 d=1.32609 t=1656
zaau 	找	c=2 d=0.114386 t=1656
zaau dou 	找到	c=1 d=0.0518189 t=1656
zaau zaau 	找找	c=1 d=0.0365162 t=1656
zai 	齊	c=1 d=0.00100276 t=1656
zai bik 	擠迫	c=2 d=0.00234121 t=1656
zam 	怎	c=2 d=0.00318723 t=1656
zam mo 	怎麼	c=5 d=0.0358237 t=1656
zam mo joeng 	怎麼樣	c=3 d=0.246339 t=1656
zam mo liu 	怎麼了	c=1 d=0.15259 t=1656
zan ging 	震驚	c=2 d=1.98012 t=1656
zang 	贈	c=1 d=0.00546167 t=1656
zang hoi 	睜開	c=1 d=0.000703108 t=1656
zau 	周	c=1 d=0.00348252 t=1656
zau 	咒	c=1 d=0.00554422 t=1656
zau 	就	c=4 d=0.986318 t=1656
zau 	走	c=1 d=0.371577 t=1656
zau syun 	就算	c=1 d=0.00975476 t=1656
ze 	謝	c=2 d=0.0432599 t=1656
ze 	這	c=3 d=0.00731579 t=1656
ze go 	這個	c=2 d=0.0144039 t=1656
ze joeng 	這樣	c=2 d=0.0260179 t=1656
ze leoi 	這裏	c=1 d=0.946485 t=1656
ze si 	這是	c=1 d=0.00737249 t=1656
ze zoeng 	這張	c=1 d=0.101266 t=1656
ze zung 	這種	c=1 d=0.101774 t=1656
zeoi 	醉	c=2 d=0.0521125 t=1656
zeoi gik 	追擊	c=1 d=0.25284 t=1656
zeoi hou 	最好	c=2 d=0.253649 t=1656
zeon 	進	c=1 d=0.00114769 t=1656
zeon bou 	進步	c=1 d=0.687289 t=1656
zeon zin 	進展	c=1 d=0.683861 t=1656
zeon zung 	盡忠	c=1 d=0.000769323 t=1656
zi 	之	c=2 d=0.0319691 t=1656
zi 	只	c=8 d=2.79282 t=1656
zi 	字	c=1 d=0.618783 t=1656
zi 	寺	c=0 d=0.000114769 t=1656
zi 	治	c=1 d=0.0125881 t=1656
zi 	自	c=1 d=0.00951391 t=1656
zi ci 	支持	c=1 d=0.0106202 t=1656
zi cin 	之前	c=4 d=0.257393 t=1656
zi ding ji 	自定義	c=2 d=1.92639 t=1656
zi dou 	知道	c=0 d=7.31802e-05 t=1656
zi gam 	只敢	c=1 d=0.00366107 t=1656
zi gei 	自己	c=1 d=0.00660453 t=1656
zi hau 	之後	c=2 d=0.802968 t=1656
zi si 	只是	c=1 d=0.0081887 t=1656
zi taai 	姿態	c=1 d=0.00375375 t=1656
zik 	值	c=1 d=0.13466 t=1656
zik 	跡	c=1 d=0.00192083 t=1656
zik si 	即使	c=1 d=0.373439 t=1656
zik zip 	直接	c=1 d=0.00914087 t=1656
zing jat 	正日	c=2 d=0.00219387 t=1656
zing ming 	證明	c=2 d=0.816296 t=1656
zing sat 	證實	c=1 d=0.00163682 t=1656
zing soeng 	正常	c=1 d=0.562705 t=1656
zip sau 	接受	c=1 d=0.00267181 t=1656
zit 	折	c=1 d=1 t=1615
zit kau 	折扣	c=2 d=1.99005 t=1618
zit zung 	折衷	c=2 d=0.0286729 t=1656
ziu fu 	招呼	c=1 d=0.704688 t=1656
zo 	咗	c=1 d=0.431711 t=1656
zo bin 	左邊	c=1 d=0.179964 t=1656
zo ci 	助詞	c=1 d=0.00970611 t=1656
zo jau 	左右	c=2 d=0.720334 t=1656
zoek 	著	c=1 d=0.00269866 t=1656
zoeng 	像	c=1 d=0.00315111 t=1656
zoeng 	將	c=1 d=0.00410726 t=1656
zoeng 	獎	c=1 d=0.0167392 t=1656
zoeng aak 	掌握	c=1 d=0.323033 t=1656
zoeng hok gam 	獎學金	c=2 d=0.0879131 t=1656
zoeng tip 	張貼	c=1 d=0.0235177 t=1656
zoi 	再	c=5 d=0.594482 t=1656
zoi 	在	c=16 d=2.11817 t=1656
zok bai 	作弊	c=1 d=0.0229371 t=1656
zou 	做	c=6 d=0.899151 t=1656
zou coeng mung 	做場夢	c=1 d=0.000710174 t=1656
zou faan 	早飯	c=1 d=0.0250972 t=1656
zou fong 	租房	c=1 d=0.0804596 t=1656
zou liu 	做了	c=1 d=0.00677172 t=1656
zou sam mo 	做什麼	c=1 d=0.151829 t=1656
zui haa o 	坠下哦	c=1 d=0.12493 t=1656
zuk 	捉	c=3 d=0.0954338 t=1656
zuk 	祝	c=1 d=0.217621 t=1656
zuk bat 	捉不	c=1 d=0.00138785 t=1656
zuk jyun 	祝願	c=1 d=0.218712 t=1656
zung 	中	c=2 d=0.399291 t=1656
zung 	總	c=1 d=0.00683978 t=1656
zung bit 	終必	c=1 d=0.00231117 t=1656
zung ci 	頌辭	c=1 d=0.0213864 t=1656
zung dyun 	中斷	c=1 d=0.224249 t=1656
zung git 	總結	c=1 d=0.00687406 t=1656
zung jau 	仲有	c=1 d=0.400517 t=1656
zung man 	中文	c=1 d=0.822835 t=1656
zung sam 	中心	c=1 d=0.932394 t=1656
zung zi 	中止	c=1 d=0.225373 t=1656
zyu 	主	c=1 d=0.88692 t=1656
zyu 	住	c=2 d=0.0607165 t=1656
zyu di ge 	住啲嘅	c=1 d=0.582748 t=1656
zyu ding 	註定	c=1 d=0.585669 t=1656
zyu zi 	主旨	c=1 d=0.0132336 t=1656
zyun 	轉	c=1 d=0.00486835 t=1656
zyun jat 	專一	c=2 d=0.00229648 t=1656
zyut 	絕	c=2 d=0.6252 t=1656
